Record_ID,Timestamp,Building,Floor,Zone,Connected_Users,Bandwidth_Usage_MB,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Packet_Loss_Percent,Signal_Strength_dBm,Weather,Event_Occurring,Congestion_Status,Traffic_Level,Network_Health
5722,2025-10-22 07:56:00,AI_BLOCK,GROUND,AI Lab,100,1092.56,95.0,50.0,73.0,3.32,-77.0,Sunny,No_Event,Medium,Moderate,Good
5723,2025-01-27 22:51:00,MECH_BLOCK,FLOOR1,Classroom,103,1485.03,93.35,49.25,74.95,3.65,-49.0,Rainy,Freshwarite,Medium,Moderate,Good
5724,2025-06-09 16:42:00,MECH_BLOCK,FLOOR1,Classroom,141,849.91,72.45,39.75,99.65,3.75,-39.0,Cloudy,Freshwarite,Medium,Moderate,Good
5725,2025-07-06 20:04:00,MECH_BLOCK,FLOOR2,Library,46,561.74,124.7,63.5,37.9,1.48,-67.0,Cloudy,No_Event,Low,Light,Excellent
5726,2025-09-12 15:46:00,MECH_BLOCK,FLOOR2,Lab,81,1092.89,105.45,54.75,60.65,3.06,-70.0,Rainy,No_Event,Low,Light,Good
5727,2025-02-21 20:19:00,MECH_BLOCK,FLOOR2,Library,41,519.38,127.45,64.75,34.65,3.19,-60.0,Sunny,Culturals,Low,Light,Excellent
5728,2025-02-09 19:35:00,MECH_BLOCK,GROUND,CAD Lab,116,1595.14,86.2,46.0,83.4,4.13,-68.0,Cloudy,Freshwarite,Medium,Moderate,Good
5729,2025-03-26 09:16:00,AI_BLOCK,FLOOR3,Cyber Lab,121,767.85,83.45,44.75,86.65,4.7,-79.0,Rainy,Culturals,Medium,Moderate,Good
5730,2025-12-05 07:46:00,AMENITY,GROUND,Music Room,70,920.94,111.5,57.5,53.5,2.62,-72.0,Sunny,No_Event,Low,Light,Excellent
5731,2025-07-25 13:31:00,MAIN_BLOCK,FLOOR2,IT Project Lab,139,1450.84,73.55,40.25,98.35,3.64,-57.0,Rainy,No_Event,Medium,Moderate,Good
5732,2025-08-06 02:03:00,MECH_BLOCK,FLOOR2,Lab,45,380.86,125.25,63.75,37.25,3.29,-40.0,Cloudy,No_Event,Low,Light,Excellent
5733,2025-06-26 21:23:00,MECH_BLOCK,GROUND,FABLAB,47,432.25,124.15,63.25,38.55,3.22,-46.0,Cloudy,No_Event,Low,Light,Excellent
5734,2025-01-21 01:50:00,AI_BLOCK,FLOOR2,Classroom,108,656.36,90.6,48.0,78.2,3.31,-51.0,Sunny,Freshwarite,Medium,Moderate,Good
5735,2025-08-21 01:00:00,MAIN_BLOCK,FLOOR1,Classroom,59,642.02,117.55,60.25,46.35,2.89,-59.0,Rainy,No_Event,Low,Light,Excellent
5736,2025-07-06 14:12:00,AMENITY,GROUND,Music Room,139,1365.41,73.55,40.25,98.35,4.99,-37.0,Cloudy,No_Event,Medium,Moderate,Good
5737,2025-06-30 20:25:00,MAIN_BLOCK,FLOOR1,Auditorium,312,2466.5,8.0,5.0,210.8,7.72,-58.0,Sunny,Freshwarite,High,Heavy,Poor
5738,2025-03-14 08:09:00,MAIN_BLOCK,FLOOR1,Auditorium,267,3522.36,8.0,8.25,181.55,7.24,-71.0,Cloudy,Thiran,High,Heavy,Poor
5739,2025-01-24 16:48:00,MECH_BLOCK,GROUND,CAD Lab,144,1865.64,70.8,39.0,101.6,4.2,-39.0,Cloudy,No_Event,Medium,Moderate,Poor
5740,2025-09-02 10:33:00,HOSTEL_GIRLS,GROUND,Hostel,52,771.04,121.4,62.0,41.8,3.23,-41.0,Rainy,No_Event,Low,Light,Excellent
5741,2025-10-02 22:28:00,AI_BLOCK,FLOOR3,Cyber Lab,116,772.21,86.2,46.0,83.4,4.25,-57.0,Rainy,No_Event,Medium,Moderate,Good
5742,2025-12-16 14:47:00,MECH_BLOCK,GROUND,Lab,166,1901.92,58.7,33.5,115.9,4.15,-61.0,Sunny,Thiran,Medium,Moderate,Poor
5743,2025-02-11 08:42:00,MECH_BLOCK,GROUND,Lab,108,895.49,90.6,48.0,78.2,3.04,-66.0,Rainy,No_Event,Medium,Moderate,Good
5744,2025-10-18 05:29:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,52,672.36,121.4,62.0,41.8,1.54,-42.0,Cloudy,Thiran,Low,Light,Excellent
5745,2025-08-10 08:26:00,MAIN_BLOCK,GROUND,Library,84,1105.88,103.8,54.0,62.6,3.82,-45.0,Cloudy,Culturals,Low,Light,Good
5746,2025-09-28 14:53:00,HOSTEL_GIRLS,GROUND,Hostel,66,420.6,113.7,58.5,50.9,2.57,-70.0,Cloudy,No_Event,Low,Light,Excellent
5747,2025-03-25 08:04:00,AI_BLOCK,FLOOR2,Vista Hall,225,1516.73,26.25,18.75,154.25,5.91,-41.0,Sunny,Culturals,High,Heavy,Poor
5748,2025-04-07 06:39:00,MAIN_BLOCK,GROUND,Classroom,111,1539.89,88.95,47.25,80.15,3.32,-73.0,Sunny,No_Event,Medium,Moderate,Good
5749,2025-06-15 13:06:00,AI_BLOCK,FLOOR1,Classroom,164,1662.17,59.8,34.0,114.6,4.0,-73.0,Sunny,FlashMob,Medium,Moderate,Poor
5750,2025-12-03 05:07:00,AMENITY,GROUND,Food Court,43,425.45,126.35,64.25,35.95,2.13,-79.0,Sunny,No_Event,Low,Light,Excellent
5751,2025-03-04 12:51:00,MAIN_BLOCK,FLOOR2,IT Project Lab,132,987.35,77.4,42.0,93.8,4.59,-44.0,Rainy,Culturals,Medium,Moderate,Good
5752,2025-05-24 02:36:00,MECH_BLOCK,FLOOR2,Lab,58,774.19,118.1,60.5,45.7,2.1,-38.0,Sunny,No_Event,Low,Light,Excellent
5753,2025-03-31 17:58:00,MECH_BLOCK,GROUND,Lab,92,1318.36,99.4,52.0,67.8,2.45,-62.0,Cloudy,No_Event,Low,Light,Good
5754,2025-01-05 23:26:00,MECH_BLOCK,FLOOR1,Classroom,41,473.43,127.45,64.75,34.65,3.29,-48.0,Rainy,Freshwarite,Low,Light,Excellent
5755,2025-04-17 07:11:00,MAIN_BLOCK,FLOOR2,IT Project Lab,61,571.71,116.45,59.75,47.65,2.15,-44.0,Cloudy,No_Event,Low,Light,Excellent
5756,2025-08-14 10:29:00,MAIN_BLOCK,GROUND,Classroom,198,2453.39,41.1,25.5,136.7,4.67,-41.0,Sunny,No_Event,High,Heavy,Poor
5757,2025-10-18 01:00:00,AI_BLOCK,FLOOR1,ML Lab,50,548.18,95.55,62.5,40.5,2.51,-42.0,Cloudy,Freshwarite,Low,Light,Excellent
5758,2025-03-12 07:48:00,HOSTEL_GIRLS,GROUND,Hostel,44,319.73,125.8,64.0,36.6,2.72,-42.0,Rainy,FlashMob,Low,Light,Excellent
5759,2025-01-15 22:28:00,AI_BLOCK,FLOOR2,Classroom,84,657.17,103.8,54.0,62.6,3.01,-48.0,Rainy,No_Event,Low,Light,Good
5760,2025-02-18 23:39:00,MECH_BLOCK,FLOOR2,Lab,58,634.3,118.1,60.5,45.7,3.46,-62.0,Rainy,Freshwarite,Low,Light,Excellent
5761,2025-11-17 13:53:00,AI_BLOCK,FLOOR2,GenAI Lab,135,1868.54,75.75,41.25,95.75,4.03,-77.0,Rainy,No_Event,Medium,Moderate,Good
5762,2025-04-20 15:25:00,AI_BLOCK,GROUND,AI Lab,185,1965.4,48.25,28.75,128.25,5.41,-77.0,Sunny,Thiran,High,Heavy,Poor
5763,2025-07-14 00:45:00,MAIN_BLOCK,GROUND,Chemistry Lab,87,841.85,102.15,53.25,64.55,2.73,-68.0,Cloudy,No_Event,Low,Light,Good
5764,2025-12-30 16:56:00,HOSTEL_GIRLS,GROUND,Hostel,48,439.59,123.6,63.0,39.2,2.92,-59.0,Cloudy,Thiran,Low,Light,Excellent
5765,2025-11-18 04:36:00,MAIN_BLOCK,GROUND,Chemistry Lab,59,498.12,117.55,60.25,46.35,3.31,-38.0,Cloudy,No_Event,Low,Light,Excellent
5766,2025-08-17 02:01:00,BUS_AREA,GROUND,Bus Bay,70,883.89,111.5,57.5,53.5,2.63,-73.0,Rainy,Culturals,Low,Light,Excellent
5767,2025-06-12 12:12:00,MARIO,GROUND,Snack Corner,271,3575.22,8.0,7.25,184.15,7.91,-43.0,Cloudy,Culturals,High,Heavy,Poor
5768,2025-11-22 06:38:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,118,1486.23,85.1,45.5,84.7,4.43,-67.0,Rainy,No_Event,Medium,Moderate,Good
5769,2025-03-02 03:31:00,MECH_BLOCK,GROUND,FABLAB,82,967.42,104.9,54.5,61.3,3.26,-44.0,Sunny,Culturals,Low,Light,Good
5770,2025-09-20 15:39:00,BUS_AREA,GROUND,Bus Bay,103,1183.21,93.35,49.25,74.95,2.7,-42.0,Cloudy,Culturals,Medium,Moderate,Good
5771,2025-09-22 11:00:00,MECH_BLOCK,FLOOR1,Classroom,205,1378.22,37.25,23.75,141.25,6.08,-50.0,Rainy,No_Event,High,Heavy,Poor
5772,2025-01-06 01:12:00,MAIN_BLOCK,GROUND,Chemistry Lab,73,676.27,109.85,56.75,55.45,3.56,-78.0,Sunny,No_Event,Low,Light,Excellent
5773,2025-11-03 17:04:00,AI_BLOCK,FLOOR3,Cyber Lab,55,812.34,95.55,61.25,43.75,3.47,-48.0,Cloudy,No_Event,Low,Light,Excellent
5774,2025-10-24 02:29:00,HOSTEL_BOYS,GROUND,Hostel,103,1058.91,93.35,49.25,74.95,2.66,-42.0,Sunny,No_Event,Medium,Moderate,Good
5775,2025-11-29 03:43:00,MAIN_BLOCK,GROUND,Classroom,47,429.14,124.15,63.25,38.55,3.27,-70.0,Sunny,FlashMob,Low,Light,Excellent
5776,2025-05-03 19:21:00,MAIN_BLOCK,GROUND,Classroom,46,276.71,124.7,63.5,37.9,3.29,-72.0,Cloudy,Culturals,Low,Light,Excellent
5777,2025-05-20 03:34:00,AMENITY,GROUND,Music Room,81,752.66,105.45,54.75,60.65,4.09,-55.0,Sunny,No_Event,Low,Light,Good
5778,2025-01-05 01:05:00,MECH_BLOCK,FLOOR2,Library,107,662.34,91.15,48.25,77.55,3.94,-36.0,Sunny,No_Event,Medium,Moderate,Good
5779,2025-03-14 19:06:00,MECH_BLOCK,GROUND,CAD Lab,59,849.44,117.55,60.25,46.35,3.34,-58.0,Cloudy,No_Event,Low,Light,Excellent
5780,2025-11-01 13:13:00,BUS_AREA,GROUND,Bus Bay,104,843.67,92.8,49.0,75.6,2.62,-71.0,Sunny,Culturals,Medium,Moderate,Good
5781,2025-06-08 23:14:00,HOSTEL_GIRLS,GROUND,Hostel,235,1849.1,20.75,16.25,160.75,7.11,-50.0,Sunny,Culturals,High,Heavy,Poor
5782,2025-05-27 16:07:00,AI_BLOCK,FLOOR2,Synapse Studio,163,2240.97,60.35,34.25,113.95,5.67,-67.0,Cloudy,No_Event,Medium,Moderate,Poor
5783,2025-07-12 23:57:00,MECH_BLOCK,GROUND,CAD Lab,107,1172.26,91.15,48.25,77.55,4.01,-73.0,Cloudy,No_Event,Medium,Moderate,Good
5784,2025-12-28 03:36:00,MAIN_BLOCK,GROUND,Chemistry Lab,97,1183.51,96.65,50.75,71.05,2.56,-36.0,Sunny,Thiran,Low,Light,Good
5785,2025-11-11 15:46:00,MAIN_BLOCK,FLOOR2,Computer Lab,176,1872.95,53.2,31.0,122.4,5.89,-78.0,Rainy,No_Event,Medium,Moderate,Poor
5786,2025-05-02 21:44:00,MECH_BLOCK,GROUND,FABLAB,109,1011.37,90.05,47.75,78.85,2.99,-43.0,Rainy,Thiran,Medium,Moderate,Good
5787,2025-05-26 17:27:00,MAIN_BLOCK,FLOOR2,Code Studio,99,1408.63,95.55,50.25,72.35,2.88,-38.0,Cloudy,Thiran,Low,Light,Good
5788,2025-05-21 01:39:00,AI_BLOCK,FLOOR2,Classroom,48,337.1,123.6,63.0,39.2,3.1,-62.0,Sunny,Thiran,Low,Light,Excellent
5789,2025-07-16 00:11:00,MAIN_BLOCK,FLOOR2,Computer Lab,95,1064.18,97.75,51.25,69.75,2.74,-54.0,Rainy,FlashMob,Low,Light,Good
5790,2025-01-26 08:54:00,AI_BLOCK,FLOOR2,Vista Hall,67,567.09,113.15,58.25,51.55,3.36,-80.0,Rainy,No_Event,Low,Light,Excellent
5791,2025-01-27 12:46:00,MECH_BLOCK,GROUND,FABLAB,135,1635.19,75.75,41.25,95.75,5.16,-78.0,Rainy,FlashMob,Medium,Moderate,Good
5792,2025-12-03 05:54:00,HOSTEL_GIRLS,GROUND,Hostel,110,845.0,89.5,47.5,79.5,4.34,-52.0,Cloudy,No_Event,Medium,Moderate,Good
5793,2025-09-13 13:20:00,MAIN_BLOCK,GROUND,Library,142,2042.48,71.9,39.5,100.3,4.1,-56.0,Sunny,FlashMob,Medium,Moderate,Poor
5794,2025-05-13 12:21:00,AI_BLOCK,FLOOR2,Vista Hall,230,2695.9,23.5,17.5,157.5,5.94,-42.0,Cloudy,No_Event,High,Heavy,Poor
5795,2025-12-10 04:47:00,MECH_BLOCK,FLOOR2,Library,71,747.68,110.95,57.25,54.15,2.04,-59.0,Sunny,No_Event,Low,Light,Excellent
5796,2025-08-19 08:43:00,AMENITY,GROUND,Music Room,44,373.42,125.8,64.0,36.6,2.13,-50.0,Cloudy,No_Event,Low,Light,Excellent
5797,2025-03-18 21:48:00,MAIN_BLOCK,FLOOR2,IT Project Lab,109,1038.17,90.05,47.75,78.85,4.2,-65.0,Sunny,Freshwarite,Medium,Moderate,Good
5798,2025-10-25 10:28:00,MECH_BLOCK,GROUND,FABLAB,103,1482.02,93.35,49.25,74.95,2.73,-62.0,Sunny,Thiran,Medium,Moderate,Good
5799,2025-11-09 10:14:00,AI_BLOCK,FLOOR2,Synapse Studio,413,2996.27,8.0,5.0,276.45,9.27,-55.0,Sunny,Freshwarite,High,Heavy,Poor
5800,2025-11-04 23:54:00,MAIN_BLOCK,GROUND,Classroom,58,508.7,118.1,60.5,45.7,3.08,-38.0,Sunny,No_Event,Low,Light,Excellent
5801,2025-02-24 19:01:00,MECH_BLOCK,FLOOR1,Classroom,112,1576.72,88.4,47.0,80.8,4.23,-76.0,Sunny,No_Event,Medium,Moderate,Good
5802,2025-09-28 23:55:00,MECH_BLOCK,GROUND,Lab,81,799.11,105.45,54.75,60.65,2.6,-47.0,Cloudy,Culturals,Low,Light,Good
5803,2025-02-06 09:18:00,AMENITY,GROUND,Food Court,303,3707.01,8.0,5.0,204.95,7.81,-56.0,Sunny,Culturals,High,Heavy,Poor
5804,2025-03-19 11:50:00,AMENITY,GROUND,Food Court,306,2332.54,8.0,5.0,206.9,7.7,-46.0,Rainy,Freshwarite,High,Heavy,Poor
5805,2025-09-27 08:52:00,AI_BLOCK,FLOOR2,GenAI Lab,97,1353.22,96.65,50.75,71.05,2.45,-59.0,Cloudy,Freshwarite,Low,Light,Good
5806,2025-08-10 16:31:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,157,1346.19,63.65,35.75,110.05,4.24,-53.0,Cloudy,Culturals,Medium,Moderate,Poor
5807,2025-11-02 13:36:00,MAIN_BLOCK,FLOOR1,Classroom,140,853.48,73.0,40.0,99.0,3.57,-36.0,Rainy,Thiran,Medium,Moderate,Good
5808,2025-11-17 09:49:00,MECH_BLOCK,GROUND,FABLAB,155,1246.83,64.75,36.25,108.75,4.85,-53.0,Cloudy,No_Event,Medium,Moderate,Poor
5809,2025-05-26 06:40:00,AI_BLOCK,FLOOR1,Classroom,100,990.26,95.0,50.0,73.0,3.44,-56.0,Sunny,Freshwarite,Medium,Moderate,Good
5810,2025-10-11 11:04:00,MECH_BLOCK,FLOOR3,Lab,160,1142.56,62.0,35.0,112.0,5.17,-36.0,Sunny,No_Event,Medium,Moderate,Poor
5811,2025-08-06 21:08:00,MECH_BLOCK,GROUND,CAD Lab,40,378.34,128.0,65.0,34.0,3.09,-39.0,Sunny,No_Event,Low,Light,Excellent
5812,2025-01-20 13:25:00,AI_BLOCK,GROUND,AI Lab,154,2166.23,65.3,36.5,108.1,5.19,-38.0,Rainy,No_Event,Medium,Moderate,Poor
5813,2025-02-10 22:09:00,AMENITY,GROUND,Food Court,76,1124.47,108.2,56.0,57.4,2.79,-76.0,Rainy,No_Event,Low,Light,Excellent
5814,2025-04-22 06:43:00,MECH_BLOCK,GROUND,Lab,101,693.49,94.45,49.75,73.65,2.61,-76.0,Rainy,No_Event,Medium,Moderate,Good
5815,2025-07-07 11:09:00,AI_BLOCK,FLOOR1,ML Lab,227,2577.69,25.15,18.25,155.55,6.66,-71.0,Sunny,Thiran,High,Heavy,Poor
5816,2025-11-13 03:49:00,BUS_AREA,GROUND,Bus Bay,66,733.91,113.7,58.5,50.9,1.94,-69.0,Rainy,No_Event,Low,Light,Excellent
5817,2025-07-25 14:12:00,BUS_AREA,GROUND,Bus Bay,50,382.67,122.5,62.5,40.5,3.39,-53.0,Cloudy,No_Event,Low,Light,Excellent
5818,2025-04-07 12:29:00,MECH_BLOCK,GROUND,Lab,165,2298.64,59.25,33.75,115.25,5.1,-64.0,Rainy,Culturals,Medium,Moderate,Poor
5819,2025-12-06 15:27:00,AI_BLOCK,FLOOR2,GenAI Lab,111,1430.76,88.95,47.25,80.15,3.99,-53.0,Cloudy,No_Event,Medium,Moderate,Good
5820,2025-06-02 12:17:00,MECH_BLOCK,FLOOR3,Lab,179,1941.95,51.55,30.25,124.35,4.33,-58.0,Rainy,FlashMob,Medium,Moderate,Poor
5821,2025-03-15 17:13:00,MECH_BLOCK,GROUND,FABLAB,103,780.18,93.35,49.25,74.95,4.14,-76.0,Cloudy,No_Event,Medium,Moderate,Good
5822,2025-02-24 07:41:00,MECH_BLOCK,FLOOR3,Lab,86,752.55,102.7,53.5,63.9,3.03,-62.0,Rainy,FlashMob,Low,Light,Good
5823,2025-03-15 07:02:00,AI_BLOCK,FLOOR3,Data Visualization Lab,41,436.53,127.45,64.75,34.65,1.46,-42.0,Cloudy,No_Event,Low,Light,Excellent
5824,2025-11-07 01:09:00,AI_BLOCK,FLOOR2,Synapse Studio,57,639.7,118.65,60.75,45.05,2.4,-71.0,Sunny,No_Event,Low,Light,Excellent
5825,2025-08-16 07:06:00,AI_BLOCK,FLOOR1,ML Lab,43,541.31,126.35,64.25,35.95,3.13,-79.0,Rainy,No_Event,Low,Light,Excellent
5826,2025-09-22 06:49:00,AI_BLOCK,FLOOR2,Classroom,61,535.68,116.45,59.75,47.65,3.69,-39.0,Cloudy,Thiran,Low,Light,Excellent
5827,2025-11-11 05:32:00,BUS_AREA,GROUND,Bus Bay,52,401.79,121.4,62.0,41.8,2.09,-55.0,Cloudy,Freshwarite,Low,Light,Excellent
5828,2025-10-29 23:41:00,AI_BLOCK,FLOOR2,GenAI Lab,98,1074.95,96.1,50.5,71.7,3.85,-52.0,Cloudy,No_Event,Low,Light,Good
5829,2025-05-31 07:32:00,AI_BLOCK,FLOOR2,Synapse Studio,336,3835.38,8.0,5.0,226.4,7.93,-40.0,Sunny,Culturals,High,Heavy,Poor
5830,2025-02-20 17:55:00,AI_BLOCK,FLOOR2,Classroom,100,1079.95,95.0,50.0,73.0,4.34,-37.0,Cloudy,Freshwarite,Medium,Moderate,Good
5831,2025-10-21 15:34:00,MECH_BLOCK,FLOOR1,Classroom,130,1602.41,78.5,42.5,92.5,5.05,-45.0,Sunny,No_Event,Medium,Moderate,Good
5832,2025-01-20 02:21:00,MECH_BLOCK,FLOOR1,Classroom,81,701.92,105.45,54.75,60.65,2.64,-66.0,Rainy,Thiran,Low,Light,Good
5833,2025-01-26 17:04:00,MAIN_BLOCK,FLOOR1,Auditorium,256,2738.45,9.2,11.0,174.4,6.83,-54.0,Cloudy,FlashMob,High,Heavy,Poor
5834,2025-06-11 03:22:00,MECH_BLOCK,GROUND,FABLAB,40,547.53,128.0,65.0,34.0,2.82,-77.0,Cloudy,FlashMob,Low,Light,Excellent
5835,2025-03-06 01:50:00,AI_BLOCK,FLOOR2,GenAI Lab,113,1458.44,87.85,46.75,81.45,2.98,-58.0,Sunny,No_Event,Medium,Moderate,Good
5836,2025-10-10 03:44:00,AI_BLOCK,FLOOR3,Data Visualization Lab,116,1397.3,86.2,46.0,83.4,3.44,-49.0,Sunny,FlashMob,Medium,Moderate,Good
5837,2025-02-03 13:32:00,MAIN_BLOCK,GROUND,Classroom,118,1130.18,85.1,45.5,84.7,3.96,-49.0,Cloudy,FlashMob,Medium,Moderate,Good
5838,2025-06-15 00:50:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,85,831.92,103.25,53.75,63.25,3.89,-53.0,Rainy,FlashMob,Low,Light,Good
5839,2025-04-19 21:43:00,MECH_BLOCK,FLOOR1,Classroom,42,569.07,126.9,64.5,35.3,3.02,-79.0,Cloudy,No_Event,Low,Light,Excellent
5840,2025-12-15 06:58:00,AI_BLOCK,FLOOR2,GenAI Lab,117,1043.09,85.65,45.75,84.05,4.19,-70.0,Rainy,No_Event,Medium,Moderate,Good
5841,2025-08-12 19:00:00,HOSTEL_GIRLS,GROUND,Hostel,212,2061.52,33.4,22.0,145.8,5.26,-69.0,Rainy,Culturals,High,Heavy,Poor
5842,2025-01-31 05:13:00,AI_BLOCK,FLOOR1,ML Lab,53,784.13,120.85,61.75,42.45,2.22,-80.0,Cloudy,No_Event,Low,Light,Excellent
5843,2025-07-12 20:37:00,AI_BLOCK,FLOOR1,ML Lab,74,583.28,109.3,56.5,56.1,3.56,-40.0,Rainy,No_Event,Low,Light,Excellent
5844,2025-06-18 15:47:00,MAIN_BLOCK,GROUND,Classroom,138,953.26,74.1,40.5,97.7,4.52,-60.0,Rainy,No_Event,Medium,Moderate,Good
5845,2025-05-22 07:21:00,MAIN_BLOCK,FLOOR2,IT Project Lab,100,1294.06,95.0,50.0,73.0,3.08,-76.0,Cloudy,No_Event,Medium,Moderate,Good
5846,2025-02-05 09:02:00,HOSTEL_BOYS,GROUND,Hostel,44,609.31,125.8,64.0,36.6,2.17,-43.0,Cloudy,No_Event,Low,Light,Excellent
5847,2025-05-28 05:09:00,AI_BLOCK,FLOOR1,Classroom,58,476.24,118.1,60.5,45.7,2.74,-48.0,Sunny,No_Event,Low,Light,Excellent
5848,2025-05-25 07:22:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,50,520.37,122.5,62.5,40.5,1.98,-54.0,Sunny,Thiran,Low,Light,Excellent
5849,2025-01-19 21:34:00,MAIN_BLOCK,FLOOR1,Classroom,42,440.29,126.9,64.5,35.3,2.19,-71.0,Cloudy,No_Event,Low,Light,Excellent
5850,2025-01-21 05:53:00,MECH_BLOCK,GROUND,Lab,92,664.32,99.4,52.0,67.8,2.84,-41.0,Sunny,No_Event,Low,Light,Good
5851,2025-01-09 19:35:00,MAIN_BLOCK,FLOOR3,Classroom,57,463.27,118.65,60.75,45.05,1.98,-38.0,Sunny,FlashMob,Low,Light,Excellent
5852,2025-02-03 08:13:00,MECH_BLOCK,GROUND,Lab,108,1175.14,90.6,48.0,78.2,3.96,-43.0,Sunny,FlashMob,Medium,Moderate,Good
5853,2025-09-04 09:51:00,MAIN_BLOCK,FLOOR3,Classroom,174,2535.53,54.3,31.5,121.1,5.59,-57.0,Sunny,No_Event,Medium,Moderate,Poor
5854,2025-12-23 04:27:00,MECH_BLOCK,GROUND,CAD Lab,117,1014.81,85.65,45.75,84.05,4.56,-70.0,Rainy,No_Event,Medium,Moderate,Good
5855,2025-07-05 20:57:00,MAIN_BLOCK,GROUND,Chemistry Lab,64,395.91,114.8,59.0,49.6,3.61,-53.0,Rainy,No_Event,Low,Light,Excellent
5856,2025-05-01 08:12:00,MECH_BLOCK,FLOOR2,Lab,50,458.83,122.5,62.5,40.5,2.28,-55.0,Rainy,No_Event,Low,Light,Excellent
5857,2025-02-05 21:37:00,AI_BLOCK,FLOOR2,GenAI Lab,45,523.39,125.25,63.75,37.25,1.76,-62.0,Rainy,Freshwarite,Low,Light,Excellent
5858,2025-01-22 02:51:00,AI_BLOCK,GROUND,AI Lab,66,726.83,113.7,58.5,50.9,3.6,-48.0,Sunny,FlashMob,Low,Light,Excellent
5859,2025-02-09 05:55:00,MECH_BLOCK,GROUND,FABLAB,67,548.56,113.15,58.25,51.55,2.29,-55.0,Sunny,Thiran,Low,Light,Excellent
5860,2025-03-21 23:17:00,MARIO,GROUND,Snack Corner,41,482.21,127.45,64.75,34.65,1.68,-60.0,Sunny,No_Event,Low,Light,Excellent
5861,2025-04-27 22:07:00,AI_BLOCK,FLOOR2,GenAI Lab,72,832.57,110.4,57.0,54.8,2.77,-40.0,Cloudy,Thiran,Low,Light,Excellent
5862,2025-04-27 17:58:00,AI_BLOCK,FLOOR2,Vista Hall,68,550.54,112.6,58.0,52.2,3.61,-41.0,Rainy,No_Event,Low,Light,Excellent
5863,2025-11-11 00:33:00,AMENITY,GROUND,Music Room,64,859.99,114.8,59.0,49.6,3.09,-59.0,Cloudy,No_Event,Low,Light,Excellent
5864,2025-11-19 00:26:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,113,1273.69,87.85,46.75,81.45,3.21,-51.0,Sunny,FlashMob,Medium,Moderate,Good
5865,2025-06-17 10:33:00,BUS_AREA,GROUND,Bus Bay,70,906.17,111.5,57.5,53.5,2.87,-36.0,Cloudy,No_Event,Low,Light,Excellent
5866,2025-02-02 03:13:00,MAIN_BLOCK,GROUND,Library,90,921.86,100.5,52.5,66.5,2.99,-38.0,Cloudy,Freshwarite,Low,Light,Good
5867,2025-02-04 20:40:00,MAIN_BLOCK,FLOOR1,Classroom,94,936.05,98.3,51.5,69.1,2.55,-57.0,Sunny,No_Event,Low,Light,Good
5868,2025-09-14 12:17:00,MAIN_BLOCK,GROUND,Chemistry Lab,160,1162.79,95.55,35.0,112.0,5.62,-39.0,Sunny,No_Event,Medium,Moderate,Poor
5869,2025-04-14 06:08:00,AI_BLOCK,GROUND,AI Lab,46,445.79,124.7,63.5,37.9,2.57,-58.0,Rainy,No_Event,Low,Light,Excellent
5870,2025-03-20 05:03:00,AI_BLOCK,FLOOR1,ML Lab,48,567.19,123.6,63.0,39.2,1.75,-71.0,Rainy,Culturals,Low,Light,Excellent
5871,2025-02-22 03:13:00,AI_BLOCK,FLOOR2,Synapse Studio,177,1156.27,52.65,30.75,123.05,5.88,-37.0,Sunny,Culturals,Medium,Moderate,Poor
5872,2025-05-15 12:36:00,AI_BLOCK,FLOOR2,GenAI Lab,124,1448.37,81.8,44.0,88.6,4.95,-53.0,Sunny,Freshwarite,Medium,Moderate,Good
5873,2025-04-04 23:47:00,AI_BLOCK,GROUND,Robospace,69,739.03,112.05,57.75,52.85,2.65,-48.0,Cloudy,Thiran,Low,Light,Excellent
5874,2025-01-26 18:07:00,MECH_BLOCK,FLOOR2,Library,96,1192.01,97.2,51.0,70.4,4.05,-60.0,Cloudy,Culturals,Low,Light,Good
5875,2025-03-23 23:44:00,AMENITY,GROUND,Food Court,260,1710.47,8.0,10.0,177.0,6.43,-53.0,Rainy,Culturals,High,Heavy,Poor
5876,2025-02-03 20:16:00,HOSTEL_BOYS,GROUND,Hostel,211,2707.19,33.95,22.25,145.15,5.4,-51.0,Cloudy,No_Event,High,Heavy,Poor
5877,2025-04-22 16:39:00,AI_BLOCK,FLOOR2,Synapse Studio,336,2227.41,8.0,5.0,226.4,7.28,-71.0,Rainy,Thiran,High,Heavy,Poor
5878,2025-12-06 06:26:00,AI_BLOCK,FLOOR2,GenAI Lab,76,942.06,108.2,56.0,57.4,2.16,-78.0,Sunny,Thiran,Low,Light,Excellent
5879,2025-11-08 03:35:00,MAIN_BLOCK,FLOOR3,Classroom,72,500.7,110.4,57.0,54.8,2.22,-36.0,Sunny,No_Event,Low,Light,Excellent
5880,2025-10-30 17:20:00,MECH_BLOCK,GROUND,Lab,104,879.88,95.55,49.0,75.6,3.83,-42.0,Cloudy,No_Event,Medium,Moderate,Good
